Unnamed: 0,Titulo,Categoria,Autor,Data,URL,Noticia,Label,Subtitulo
4670,Caçadores matam urso que atacou quatro pessoas em cidade do Japão  ,entretenimento,18/06/2021 06h39Atualizada em 18/06/2021 07h29 ,18/06/2021 06h39Atualizada em 18/06/2021 07h29 ,https://noticias.uol.com.br/ultimas-noticias/afp/2021/06/18/cacadores-matam-urso-que-atacou-quatro-pessoas-em-cidade-do-japao.htm,"tóquio, 18 jun 2021 (afp) - caçadores mataram um urso pardo no norte do japão, nesta sexta-feira (18), depois que o animal cruzou a cidade de sapporo, onde feriu quatro pessoas e percorreu ruas movimentadas. a cidade de sapporo informou no twitter que o urso foi ""exterminado"", e a televisão local disse que caçadores mataram o animal a tiros. imagens de televisão mostraram o urso andando por uma rua residencial, cruzando uma rodovia movimentada e arranhando os portões de um posto militar, de onde soldados assustados fugiram.",0,
4385,Massacre de 'filial' do Estado Islâmico deixa 16 mortos no Congo  ,entretenimento,23/07/2021 06h01 ,23/07/2021 06h01 ,https://noticias.uol.com.br/ultimas-noticias/afp/2021/07/23/novo-massacre-na-rdcongo-deixa-16-civis-mortos.htm,"dezesseis pessoas morreram em uma emboscada no leste da república democrática do congo por suposto membros do grupo armado forças democráticas aliadas (adf), apresentado pela organização extremista estado islâmico (ei) como sua filial na áfrica central, informaram nesta sexta-feira fontes administrativas e médicas. ""a emboscada aconteceu na quinta-feira à noite no cruzamento de maimoya e chani-chani, onda a cada quinta-feira é organizado um mercado. temos 16 corpos no necrotério do hospital geral de referência de oicha"", declarou à afp nicolas kikuku, prefeito da cidade. as vítimas retornavam do mercado. ""são 15 adultos, seis mulheres e nove homens, além de uma criança, todos mortos a tiros"", afirmou à afp o médico jérôme munyambethe, diretor do hospital de oicha. ""no momento tentamos estabilizar nove feridos"", completou.",0,
26008,Vacinação de crianças contra a covid-19 vira debate entre pais nos EUA  ,saúde,04/11/2021 06h00Atualizada em 04/11/2021 08h13 ,04/11/2021 06h00Atualizada em 04/11/2021 08h13 ,https://noticias.uol.com.br/ultimas-noticias/afp/2021/11/04/pais-americanos-decidem-se-devem-ou-nao-vacinar-filhos-contra-a-covid.htm,"os mais novos devem ser vacinados contra a covid-19? o debate já é uma realidade nos estados unidos, onde a agência de alimentos e medicamentos (fda) autorizou a vacina pfizer/biontech para crianças de 5 a 11 anos. essa decisão abriu caminho para a imunização de quase 28 milhões de crianças dessa faixa etária. na terça-feira (2), os centros de controle e prevenção de doenças (cdc) deram luz verde, no último passo para iniciar a nova fase da campanha de vacinação.",0,
22404,"'Cada dia conta', alerta Merkel sobre combate à pandemia na Alemanha  ",saúde,25/11/2021 12h43Atualizada em 25/11/2021 13h10 ,25/11/2021 12h43Atualizada em 25/11/2021 13h10 ,https://noticias.uol.com.br/ultimas-noticias/afp/2021/11/25/cada-dia-conta-alerta-merkel-sobre-combate-a-pandemia-na-alemanha.htm,"a chanceler angela merkel pediu nesta quinta-feira (25) ""restrições adicionais"" para lutar contra a pandemia do coronavírus porque ""cada dia conta"" para frear a violenta onda de casos que abala a alemanha. ""precisamos de restrições adicionais"", disse a chanceler, acrescentando que disse o mesmo ao seu sucessor olaf scholz. ""podemos administrar juntos essse período de transição e buscar todas as medidas necessárias"", acrescentou. merkel, que afirmou que hoje é um ""dia triste"" por ter superado as 100 mil mortes pela doença na alemanha, disse que deseja dialogar com scholz e os líderes de sua coalizão — verdes e fdp — devido à gravidade da situação.",0,
23397,China confina mais 1 milhão de pessoas após detectar casos de covid-19  ,saúde,04/01/2022 06h39Atualizada em 04/01/2022 07h01 ,04/01/2022 06h39Atualizada em 04/01/2022 07h01 ,https://noticias.uol.com.br/ultimas-noticias/afp/2022/01/04/china-confina-mais-1-milhao-de-pessoas-apos-detectar-casos-de-covid-19.htm,"a china confinou mais 1 milhão de habitantes em uma localidade no centro do país, depois de detectar três casos assintomáticos de covid-19, um mês antes do início dos jogos olímpicos de inverno de pequim. desde o surgimento da epidemia, em dezembro de 2019, as autoridades vêm aplicando a estratégia ""covid zero"", que consiste em fazer o que for necessário para limitar ao máximo o surgimento de novos casos. nos últimos meses, porém, houve surtos esporádicos, e o país redobrou sua vigilância diante da iminência dos jogos de inverno, de 4 a 20 de fevereiro de 2022.",0,
24711,Mais nove casos da cepa Delta são confirmados na cidade de SP; total chega a 22  ,entretenimento,Ítalo Lo Re,29/07/2021 15h44 ,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/07/29/mais-nove-casos-da-cepa-delta-sao-confirmados-na-cidade-de-sp-total-chega-a-22.htm,"classificada como ""variante de preocupação"" pela organização mundial de saúde (oms), a delta é considerada mais transmissível em relação a outras cepas. segundo a prefeitura, os novos casos identificados nesta quinta na capital paulista ainda estão sendo investigados por unidades básicas de saúde (ubss) da rede municipal. o monitoramento das variantes na capital é realizado por meio de cálculo amostral, por semana epidemiológica. depois de coletadas, as amostras vão para análise do laboratório do instituto butantan, do governo do estado, para realização de um sequenciamento genético. semanalmente, cerca de 600 amostras são enviadas aos laboratórios para tentar identificar quais cepas circulam pela cidade. a ação com os laboratórios foi iniciada em abril de 2021.",0,
15441,Queiroga diz que Brasil tem 'excesso de vacinas' e elogia Pazuello  ,entretenimento,Eduardo Gayer,15/09/2021 16h30 ,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/09/15/queiroga-diz-que-brasil-tem-excesso-de-vacinas-e-elogia-pazuello.htm,"o brasil já distribuiu 260 milhões de doses de vacinas, 210 milhões já foram aplicadas"", disse queiroga em evento no aeroporto internacional de guarulhos. contudo, a suspensão por 15 dias das entregas da fiocruz, que tem parceria com a astrazeneca no brasil, deixou cidades de são paulo e rio de janeiro sem imunizantes para honrar o calendário de aplicação da segunda dose. as entregas já foram retomadas pela entidade. ainda assim, o fato foi minimizado por queiroga nesta quarta-feira, que chegou a campanha de vacinação no brasil de sucesso. "" não tem problema de astrazeneca nenhum"", atestou, no evento. "" a decisão, tomada de forma autônoma, foi novamente criticada por queiroga. se todos trabalharmos juntos, pararmos com essa torre de babel vacinal, nos livramos mais rápido dessa pandemia"", declarou.",0,
1712,Bolsonaro promete corte maior de emissões de gases após 'pedalada climática'  ,entretenimento,Célia Froufe,01/11/2021 12h29 ,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/11/01/bolsonaro-promete-corte-maior-de-emissoes-de-gases-apos-pedalada-climatica.htm,"especialistas afirmam que o governo foi responsável por uma ""pedalada climática"". é fundamental ter robustos volumes e nas quantidades necessárias para que a transição (para uma economia sustentável) ocorra de forma justa em cada região do planeta"", disse ele em transmissão no pavilhão do brasil, em glasgow, onde ocorre a cop-26 junto com um espaço montado em parceria com a confederação nacional da indústria (cni).leite está em brasília e viajará para escócia na semana que vem para participar da convenção do clima. já bolsonaro decidiu não ir ao evento e está na itália. neste momento, os olhos do mundo estão voltados para soluções inovadores que proporcionem avanços econômicos com crescimento verde e o brasil é parte dessa solução"", defendeu o ministro. o ministro também defendeu que estados mais ricos tenham ambição maior em suas metas para cortar emissões, sem citar uma região específica.",0,
25018,"Bolsonaro visitará Basílica de Pádua, que citou 'constrangimento' com homenagem  ",entretenimento,Eduardo Gayer,01/11/2021 10h00 ,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/11/01/bolsonaro-visitara-basilica-de-padua-que-citou-constrangimento-com-homenagem.htm,"bolsonaro será agraciado com o título de cidadão de anguillara veneta, onde moravam seus antepassados, a partir de projeto de lei de autoria da prefeita alessandra buoso, filiada ao partido de direita liga. o texto lembra as mais de 600 mil mortes causadas pela covid-19 no brasil e diz que a gestão da pandemia está ""sob holofotes"". "" a igreja de pádua, tornando-se porta-voz de um sentimento difundido e em virtude do vínculo que une o brasil à nossa terra, aproveita a possível passagem para anguillara veneta do presidente bolsonaro, para pedir-lhe de todo o coração que seja promotor de políticas que respeitem a justiça, a saúde, o meio ambiente, especialmente de apoio aos pobres"", acrescenta a basílica, na nota. bolsonaro está na itália desde a última sexta-feira. antes da agenda em anguillara veneta, participou da cúpula do g20, o grupo das vinte maiores economias do mundo.",0,
15061,Papa faz apelo contra discriminação de pessoas com transtornos mentais  ,entretenimento,10/10/2021 14h27Atualizada em 10/10/2021 15h26 ,10/10/2021 14h27Atualizada em 10/10/2021 15h26 ,https://noticias.uol.com.br/ultimas-noticias/ansa/2021/10/10/papa-faz-apelo-contra-discriminacao-no-dia-da-saude-mental.htm,"no dia mundial da saúde mental, celebrado neste domingo (10), o papa francisco lembrou o sofrimento dos doentes e suas famílias e fez um apelo para ninguém ""deixar só"" as pessoas com transtornos mentais nem discriminá-las. ""gostaria de lembrar os irmãos e as irmãs que sofrem de distúrbios mentais e também as vítimas, muitas vezes jovens, de suicídio"", disse o pontífice, no fim da oração do angelus, na praça são pedro. o dia mundial da saúde mental é celebrado anualmente no dia 10 de outubro. e, portanto, é importante promover serviços de saúde mental de qualidade em todos os níveis"", disse o chefe de estado italiano. além disso, os dados mostram que quase um bilhão de pessoas vivem com transtorno mental em países pobres, sendo que mais de 75% das pessoas não recebem nenhuma assistência.",0,
15273,Supremo venezuelano ordena parar contagem de votos no estado natal de Chávez  ,entretenimento,29/11/2021 23h53 ,29/11/2021 23h53 ,https://noticias.uol.com.br/ultimas-noticias/efe/2021/11/29/supremo-venezuelano-ordena-parar-contagem-de-votos-no-estado-natal-de-chavez.htm,"caracas, 29 nov (efe).- a sala eleitoral do tribunal supremo de justiça da venezuela (tsj) ordenou nesta segunda-feira a suspensão dos processos ligados à totalização (contagem), adjudicação e proclamação dos candidatos a governador de barinas, o estado natal do falecido presidente hugo chávez, cujos detalhes são desconhecidos desde as eleições regionais, realizadas há oito dias. em comunicado, o tsj informou que aceitou uma ação de amparo constitucional apresentada pelo político adolfo ramón superlano ""pela suposta violação dos direitos constitucionais à participação e ao sufrágio"" previstos na constituição e levando em conta ""o clima de tensão entre os militantes políticos"".",0,
19119,Europa pode ter que misturar vacinas contra Covid-19 devido a crise da AstraZeneca  ,entretenimento,"Matthias Blamont e Gwladys Fouche, Essi Lehto e Emilio Parodi ",07/04/2021 09h31 ,https://noticias.uol.com.br/ultimas-noticias/reuters/2021/04/07/europa-pode-ter-que-misturar-vacinas-contra-covid-19-devido-a-crise-da-astrazeneca.htm,"vários países da europa estão cogitando misturar vacinas contra covid-19 para cidadãos que receberam uma primeira dose da vacina da astrazeneca, uma medida inédita que sublinha os desafios de governos sofrendo para lidar com novos aumentos de infecções. os programas de vacinação foram prejudicados por um número pequeno de relatos de que pessoas inoculadas com a vacina da astrazeneca sofreram coágulos sanguíneos extremamente raros, o que levou alguns países de todo o mundo a suspender seu uso por cautela. uma autoridade graduada da agência europeia de medicamentos (ema) disse em uma entrevista publicada na terça-feira que existe uma associação entre a vacina da farmacêutica e coágulos sanguíneos cerebrais raros, mas que as causas possíveis ainda são desconhecidas.",0,
18559,Portugal vai encerrar estado de emergência por Covid-19 na sexta-feira  ,entretenimento,Catarina Demony e Sergio Gonçalves,27/04/2021 19h24 ,https://noticias.uol.com.br/ultimas-noticias/reuters/2021/04/27/portugal-vai-encerrar-estado-de-emergencia-por-covid-19-na-sexta-feira.htm,"lisboa (reuters) - o estado de emergência decretado em portugal no maior nível de alerta por conta do coronavírus acaba na sexta-feira, anunciou o presidente do país, em meio a uma queda brusca no número de infecções e preparativos para afrouxar um rígido lockdown imposto há mais de três meses. declarado em meados de janeiro para combater o que era então a pior alta do planeta em número de infecções, o estado de emergência permite que o governo imponha medidas duras para suspender direitos e liberdades da população. se for necessário, eu não hesitarei em declarar novo estado de emergência"".",0,
